Contig,count,Depth avg,std,min,25%,Depth median,75%,max,count_nonzero,count_unique,count_unique_nonzero,sample,dataset,ncbi,region,id,distribution,genome_size,weighted_dist,readshare,expected_average_coverage,simulation_error,corrected_median,raw_error,corrected_error,RE,RE_corr
NZ_CP053893.1.region005,66020.0,2.054559224477431,1.4651439653303902,0.0,1.0,2.0,3.0,12.0,57155,65902,57058,sample_1,0_1GB,NZ_CP053893_1,region005,Genome3,0.2345342640234534,5984367,1403539.1099912417,40262588.67411571,6.72796114845826,0.03,3.79160926722042,-4.72796114845826,-2.9363518812378406,-0.7027331228780493,-0.43644007693336895
NZ_CP053893.1.region004,19578.0,2.3972315864746143,1.7622335620859888,0.0,1.0,2.0,3.0,13.0,17257,19578,17257,sample_1,0_1GB,NZ_CP053893_1,region004,Genome3,0.2345342640234534,5984367,1403539.1099912417,40262588.67411571,6.72796114845826,0.03,3.79160926722042,-4.72796114845826,-2.9363518812378406,-0.7027331228780493,-0.43644007693336895
NZ_CP053893.1.region006,20740.0,2.533654773384764,1.7705215511000207,0.0,1.0,2.0,4.0,11.0,18581,20740,18581,sample_1,0_1GB,NZ_CP053893_1,region006,Genome3,0.2345342640234534,5984367,1403539.1099912417,40262588.67411571,6.72796114845826,0.03,3.79160926722042,-4.72796114845826,-2.9363518812378406,-0.7027331228780493,-0.43644007693336895
NZ_CP053893.1.region003,20374.0,2.1909786983410227,2.491864757821652,0.0,1.0,2.0,3.0,72.0,17807,20341,17774,sample_1,0_1GB,NZ_CP053893_1,region003,Genome3,0.2345342640234534,5984367,1403539.1099912417,40262588.67411571,6.72796114845826,0.03,3.79160926722042,-4.72796114845826,-2.9363518812378406,-0.7027331228780493,-0.43644007693336895
NZ_CP053893.1.region001,21541.0,1.987837147764728,1.4113680472328345,0.0,1.0,2.0,3.0,10.0,18563,21538,18560,sample_1,0_1GB,NZ_CP053893_1,region001,Genome3,0.2345342640234534,5984367,1403539.1099912417,40262588.67411571,6.72796114845826,0.03,3.79160926722042,-4.72796114845826,-2.9363518812378406,-0.7027331228780493,-0.43644007693336895
NZ_CP020566.1.region001,21701.0,5.5405741670890745,2.7468249324424296,0.0,4.0,5.0,7.0,21.0,21605,21701,21605,sample_1,0_1GB,NZ_CP020566_1,region001,Genome2,0.2134665156213466,2071952,442292.3739746804,12687808.840005774,6.123601724367058,0.03,9.47902316805105,-1.1236017243670577,3.3554214436839924,-0.18348706773270668,0.5479490003949943
NZ_LT906470.1.region002,32244.0,5.50313236571145,3.005833753658813,0.0,4.0,5.0,7.0,40.0,32081,32242,32079,sample_1,0_1GB,NZ_LT906470_1,region002,Genome5,0.2010783062201078,2041290,410459.1357040439,11774625.466965493,5.7682276731701485,0.03,9.47902316805105,-0.7682276731701485,3.7107954948809017,-0.13318261980944657,0.6433164058591143
NZ_LT906470.1.region003,21755.0,5.171270972190301,2.5286611590734207,0.0,3.0,5.0,7.0,27.0,21604,21739,21588,sample_1,0_1GB,NZ_LT906470_1,region003,Genome5,0.2010783062201078,2041290,410459.1357040439,11774625.466965493,5.7682276731701485,0.03,9.47902316805105,-0.7682276731701485,3.7107954948809017,-0.13318261980944657,0.6433164058591143
NZ_LT906470.1.region001,26313.0,5.040360278189488,2.52358242980998,0.0,3.0,5.0,6.0,27.0,26164,26313,26164,sample_1,0_1GB,NZ_LT906470_1,region001,Genome5,0.2010783062201078,2041290,410459.1357040439,11774625.466965493,5.7682276731701485,0.03,9.47902316805105,-0.7682276731701485,3.7107954948809017,-0.13318261980944657,0.6433164058591143
NZ_LT906445.1.region001,21700.0,4.404147465437788,2.777156150134813,0.0,2.0,4.0,6.0,21.0,21146,21700,21146,sample_1,0_1GB,NZ_LT906445_1,region001,Genome4,0.1581769533158177,2132142,337255.72559669416,9674677.720790315,4.537539113619222,0.03,7.58321853444084,-0.5375391136192222,3.0456794208216174,-0.11846489917978281,0.6712183288250113
NC_014328.1.region003,20732.0,7.882645186185607,3.777604336363961,0.0,6.0,7.0,9.0,37.0,20718,20725,20711,sample_3,0_3GB,NC_014328_1,region003,Genome1,0.2276825232,4630065,1054184.881780008,97359347.91777705,21.02764171081336,0.03,13.27063243527147,-14.02764171081336,-7.75700927554189,-0.6671048472164006,-0.36889582684647354
NC_014328.1.region005,21571.0,8.273190858096518,15.086047563040674,0.0,5.0,7.0,9.0,333.0,21568,21570,21567,sample_3,0_3GB,NC_014328_1,region005,Genome1,0.2276825232,4630065,1054184.881780008,97359347.91777705,21.02764171081336,0.03,13.27063243527147,-14.02764171081336,-7.75700927554189,-0.6671048472164006,-0.36889582684647354
NC_014328.1.region004,22089.0,8.57625967676219,15.222971235914924,0.0,5.0,7.0,9.0,333.0,22086,22066,22063,sample_3,0_3GB,NC_014328_1,region004,Genome1,0.2276825232,4630065,1054184.881780008,97359347.91777705,21.02764171081336,0.03,13.27063243527147,-14.02764171081336,-7.75700927554189,-0.6671048472164006,-0.36889582684647354
NC_014328.1.region002,19021.0,7.721150307554808,3.6992836237124727,0.0,5.0,7.0,9.0,37.0,19014,19019,19012,sample_3,0_3GB,NC_014328_1,region002,Genome1,0.2276825232,4630065,1054184.881780008,97359347.91777705,21.02764171081336,0.03,13.27063243527147,-14.02764171081336,-7.75700927554189,-0.6671048472164006,-0.36889582684647354
NC_014328.1.region001,18132.0,7.6751047871167,4.934902704348939,0.0,5.0,7.0,9.0,275.0,18122,18086,18076,sample_3,0_3GB,NC_014328_1,region001,Genome1,0.2276825232,4630065,1054184.881780008,97359347.91777705,21.02764171081336,0.03,13.27063243527147,-14.02764171081336,-7.75700927554189,-0.6671048472164006,-0.36889582684647354
NZ_CP053893.1.region002,19846.0,21.939584802982967,46.95446326675735,0.0,3.0,5.0,8.0,349.0,19503,19844,19501,sample_3,0_3GB,NZ_CP053893_1,region002,Genome3,0.1518204647,5984367,908549.3788753448,83909166.79534045,14.02139387429622,0.03,9.47902316805105,-9.02139387429622,-4.542370706245169,-0.6434020722314979,-0.3239599962006749
NZ_CP053893.1.region005,66020.0,4.056785822478037,2.1035541211954936,0.0,3.0,4.0,5.0,30.0,64617,65902,64499,sample_3,0_3GB,NZ_CP053893_1,region005,Genome3,0.1518204647,5984367,908549.3788753448,83909166.79534045,14.02139387429622,0.03,7.58321853444084,-10.02139387429622,-6.43817533985538,-0.7147216577851984,-0.45916799696053995
NZ_CP053893.1.region004,19578.0,4.151343344570436,2.4261116542950454,0.0,2.0,4.0,5.0,25.0,19084,19578,19084,sample_3,0_3GB,NZ_CP053893_1,region004,Genome3,0.1518204647,5984367,908549.3788753448,83909166.79534045,14.02139387429622,0.03,7.58321853444084,-10.02139387429622,-6.43817533985538,-0.7147216577851984,-0.45916799696053995
NZ_CP053893.1.region006,20740.0,4.989826422372228,2.9168760579377264,0.0,3.0,4.0,7.0,22.0,20405,20740,20405,sample_3,0_3GB,NZ_CP053893_1,region006,Genome3,0.1518204647,5984367,908549.3788753448,83909166.79534045,14.02139387429622,0.03,7.58321853444084,-10.02139387429622,-6.43817533985538,-0.7147216577851984,-0.45916799696053995
NZ_CP053893.1.region003,20374.0,4.20089329537646,4.188279451781407,0.0,2.0,4.0,5.0,128.0,19794,20341,19761,sample_3,0_3GB,NZ_CP053893_1,region003,Genome3,0.1518204647,5984367,908549.3788753448,83909166.79534045,14.02139387429622,0.03,7.58321853444084,-10.02139387429622,-6.43817533985538,-0.7147216577851984,-0.45916799696053995
NZ_CP053893.1.region001,21541.0,3.920105844668307,2.1004211250235896,0.0,2.0,4.0,5.0,19.0,21056,21538,21053,sample_3,0_3GB,NZ_CP053893_1,region001,Genome3,0.1518204647,5984367,908549.3788753448,83909166.79534045,14.02139387429622,0.03,7.58321853444084,-10.02139387429622,-6.43817533985538,-0.7147216577851984,-0.45916799696053995
NZ_CP020566.1.region001,21701.0,24.948942445048612,6.146908961432965,7.0,21.0,24.0,29.0,60.0,21701,21701,21701,sample_3,0_3GB,NZ_CP020566_1,region001,Genome2,0.3252943181,2071952,673994.2129759311,62246801.495476015,30.04258858094976,0.03,45.49931120664504,-6.0425885809497615,15.456722625695278,-0.20113408552222473,0.5144937023002241
NZ_LT906470.1.region002,32244.0,15.369402059297856,7.295013849147556,1.0,12.0,14.0,17.25,113.0,32244,32242,32242,sample_3,0_3GB,NZ_LT906470_1,region002,Genome5,0.196041361,2041290,400177.26979569,36958410.9127409,18.105419079474697,0.03,26.54126487054294,-4.1054190794746965,8.435845791068243,-0.22675084522781505,0.4659293305522866
NZ_LT906470.1.region003,21755.0,15.105263157894736,5.210724311630339,4.0,12.0,14.0,17.0,60.0,21755,21739,21739,sample_3,0_3GB,NZ_LT906470_1,region003,Genome5,0.196041361,2041290,400177.26979569,36958410.9127409,18.105419079474697,0.03,26.54126487054294,-4.1054190794746965,8.435845791068243,-0.22675084522781505,0.4659293305522866
NZ_LT906470.1.region001,26313.0,15.1104397066089,5.67206145705138,3.0,12.0,15.0,17.0,65.0,26313,26313,26313,sample_3,0_3GB,NZ_LT906470_1,region001,Genome5,0.196041361,2041290,400177.26979569,36958410.9127409,18.105419079474697,0.03,28.437069504153147,-3.1054190794746965,10.33165042467845,-0.17151876274408756,0.5706385684488784
NZ_LT906445.1.region001,21700.0,10.269815668202764,8.731307789456013,0.0,6.0,8.0,10.0,58.0,21683,21700,21683,sample_3,0_3GB,NZ_LT906445_1,region001,Genome4,0.099161333,2132142,211426.042865286,19526272.878665555,9.158054612997423,0.03,15.16643706888168,-1.1580546129974234,6.008382455884256,-0.12645203178346118,0.6560762858256987
NC_014328.1.region003,20732.0,5.060920316419062,2.9358590930374726,0.0,3.0,5.0,7.0,23.0,20334,20725,20327,sample_0,0_3GB,NC_014328_1,region003,Genome1,0.1427720113857227,4630065,661043.6928966362,63577307.17934085,13.731407049218715,0.03,9.47902316805105,-8.731407049218715,-4.252383881167665,-0.6358712561591066,-0.309683040195769
NC_014328.1.region005,21571.0,5.4092995225070695,9.179595033291372,0.0,3.0,5.0,6.0,189.0,21279,21570,21278,sample_0,0_3GB,NC_014328_1,region005,Genome1,0.1427720113857227,4630065,661043.6928966362,63577307.17934085,13.731407049218715,0.03,9.47902316805105,-8.731407049218715,-4.252383881167665,-0.6358712561591066,-0.309683040195769
NC_014328.1.region004,22089.0,5.341572728507402,9.320027063389484,0.0,3.0,4.0,6.0,189.0,21825,22066,21802,sample_0,0_3GB,NC_014328_1,region004,Genome1,0.1427720113857227,4630065,661043.6928966362,63577307.17934085,13.731407049218715,0.03,7.58321853444084,-9.731407049218715,-6.148188514777876,-0.7086970049272853,-0.44774643215661525
NC_014328.1.region002,19021.0,4.955838284001893,2.739408474209047,0.0,3.0,4.0,6.0,23.0,18856,19019,18854,sample_0,0_3GB,NC_014328_1,region002,Genome1,0.1427720113857227,4630065,661043.6928966362,63577307.17934085,13.731407049218715,0.03,7.58321853444084,-9.731407049218715,-6.148188514777876,-0.7086970049272853,-0.44774643215661525
NC_014328.1.region001,18132.0,4.732792852415619,3.4543149437674043,0.0,3.0,4.0,6.0,179.0,17946,18086,17900,sample_0,0_3GB,NC_014328_1,region001,Genome1,0.1427720113857227,4630065,661043.6928966362,63577307.17934085,13.731407049218715,0.03,7.58321853444084,-9.731407049218715,-6.148188514777876,-0.7086970049272853,-0.44774643215661525
NZ_CP053893.1.region002,19846.0,23.284238637508818,47.50700236664894,0.0,3.0,5.0,9.0,354.0,19616,19844,19616,sample_0,0_3GB,NZ_CP053893_1,region002,Genome3,0.1739126949826087,5984367,1040757.3927349892,100097093.6839854,16.726429659809536,0.03,9.47902316805105,-11.726429659809536,-7.247406491758486,-0.701071890314162,-0.43329070454124713
NZ_CP053893.1.region005,66020.0,4.401272341714632,2.1772704050457774,0.0,3.0,4.0,6.0,21.0,65088,65902,64970,sample_0,0_3GB,NZ_CP053893_1,region005,Genome3,0.1739126949826087,5984367,1040757.3927349892,100097093.6839854,16.726429659809536,0.03,7.58321853444084,-12.726429659809536,-9.143211125368698,-0.7608575122513296,-0.5466325636329977
NZ_CP053893.1.region004,19578.0,5.052201450607825,2.627867539071492,0.0,3.0,5.0,6.0,22.0,19318,19578,19318,sample_0,0_3GB,NZ_CP053893_1,region004,Genome3,0.1739126949826087,5984367,1040757.3927349892,100097093.6839854,16.726429659809536,0.03,9.47902316805105,-11.726429659809536,-7.247406491758486,-0.701071890314162,-0.43329070454124713
NZ_CP053893.1.region006,20740.0,5.456894889103182,2.8526206587510443,0.0,3.0,5.0,7.0,18.0,20603,20740,20603,sample_0,0_3GB,NZ_CP053893_1,region006,Genome3,0.1739126949826087,5984367,1040757.3927349892,100097093.6839854,16.726429659809536,0.03,9.47902316805105,-11.726429659809536,-7.247406491758486,-0.701071890314162,-0.43329070454124713
NZ_CP053893.1.region003,20374.0,4.8878963384706,5.262182879415211,0.0,3.0,4.0,6.0,155.0,19950,20341,19917,sample_0,0_3GB,NZ_CP053893_1,region003,Genome3,0.1739126949826087,5984367,1040757.3927349892,100097093.6839854,16.726429659809536,0.03,7.58321853444084,-12.726429659809536,-9.143211125368698,-0.7608575122513296,-0.5466325636329977
NZ_CP053893.1.region001,21541.0,4.538461538461538,2.216668774463341,0.0,3.0,4.0,6.0,34.0,21383,21538,21380,sample_0,0_3GB,NZ_CP053893_1,region001,Genome3,0.1739126949826087,5984367,1040757.3927349892,100097093.6839854,16.726429659809536,0.03,7.58321853444084,-12.726429659809536,-9.143211125368698,-0.7608575122513296,-0.5466325636329977
NZ_CP020566.1.region001,21701.0,25.117506105709413,6.353127461745315,9.0,21.0,25.0,29.0,64.0,21701,21701,21701,sample_0,0_3GB,NZ_CP020566_1,region001,Genome2,0.3259798834674019,2071952,675414.6715100503,64959467.13577148,31.351820474495295,0.03,47.395115840255244,-6.351820474495295,16.04329536575995,-0.2025981387480354,0.5117181434108801
NZ_LT906470.1.region002,32244.0,17.49478972832155,7.345696075597294,5.0,14.0,16.0,20.0,107.0,32244,32242,32242,sample_0,0_3GB,NZ_LT906470_1,region002,Genome5,0.218619331978138,2041290,446265.4561736533,42920545.639511086,21.02618718531472,0.03,30.33287413776336,-5.026187185314718,9.30668695244864,-0.23904415674683754,0.44262361361210995
NZ_LT906470.1.region003,21755.0,17.250792921167548,5.502352977429322,4.0,14.0,17.0,20.0,71.0,21755,21739,21739,sample_0,0_3GB,NZ_LT906470_1,region003,Genome5,0.218619331978138,2041290,446265.4561736533,42920545.639511086,21.02618718531472,0.03,32.228678771373566,-4.026187185314718,11.202491586058848,-0.1914844165435149,0.5327875894628668
NZ_LT906470.1.region001,26313.0,17.424695017671873,5.957208539306144,3.0,14.0,17.0,20.0,77.0,26313,26313,26313,sample_0,0_3GB,NZ_LT906470_1,region001,Genome5,0.218619331978138,2041290,446265.4561736533,42920545.639511086,21.02618718531472,0.03,32.228678771373566,-4.026187185314718,11.202491586058848,-0.1914844165435149,0.5327875894628668
NZ_LT906445.1.region001,21700.0,12.330829493087558,8.47062619510553,1.0,8.0,10.0,13.0,63.0,21700,21700,21700,sample_0,0_3GB,NZ_LT906445_1,region001,Genome4,0.1387160781861283,2132142,295762.37637592794,28445586.361391146,13.341318899675136,0.03,18.9580463361021,-3.3413188996751355,5.616727436426965,-0.2504489192411477,0.4210024120301729
NC_014328.1.region003,20732.0,5.235867258344588,2.5663789954645977,0.0,3.0,5.0,7.0,37.0,20604,20725,20597,sample_2,0_3GB,NC_014328_1,region003,Genome1,0.1472088363,4630065,681586.4806433595,64252671.04701152,13.877271927502427,0.03,9.47902316805105,-8.877271927502427,-4.398248759451377,-0.6396986362938643,-0.3169390051898302
NC_014328.1.region005,21571.0,6.059848871169626,9.7302174642269,0.0,4.0,5.0,7.0,233.0,21471,21570,21470,sample_2,0_3GB,NC_014328_1,region005,Genome1,0.1472088363,4630065,681586.4806433595,64252671.04701152,13.877271927502427,0.03,9.47902316805105,-8.877271927502427,-4.398248759451377,-0.6396986362938643,-0.3169390051898302
NC_014328.1.region004,22089.0,6.143555615917425,10.100427858992642,0.0,4.0,5.0,7.0,233.0,21790,22066,21767,sample_2,0_3GB,NC_014328_1,region004,Genome1,0.1472088363,4630065,681586.4806433595,64252671.04701152,13.877271927502427,0.03,9.47902316805105,-8.877271927502427,-4.398248759451377,-0.6396986362938643,-0.3169390051898302
NC_014328.1.region002,19021.0,5.081173439882235,2.540571611257028,0.0,3.0,5.0,6.0,20.0,18899,19019,18897,sample_2,0_3GB,NC_014328_1,region002,Genome1,0.1472088363,4630065,681586.4806433595,64252671.04701152,13.877271927502427,0.03,9.47902316805105,-8.877271927502427,-4.398248759451377,-0.6396986362938643,-0.3169390051898302
NC_014328.1.region001,18132.0,4.606551952349437,3.37082792852524,0.0,3.0,4.0,6.0,163.0,17836,18086,17790,sample_2,0_3GB,NC_014328_1,region001,Genome1,0.1472088363,4630065,681586.4806433595,64252671.04701152,13.877271927502427,0.03,7.58321853444084,-9.877271927502427,-6.294053393061588,-0.7117589090350914,-0.45355120415186423
NZ_CP053893.1.region002,19846.0,25.021918774564146,49.94208359740801,0.0,4.0,5.0,10.0,351.0,19570,19844,19568,sample_2,0_3GB,NZ_CP053893_1,region002,Genome3,0.187829421,5984367,1124040.1886615069,105962466.2999721,17.706545454176208,0.03,9.47902316805105,-12.706545454176208,-8.227522286125158,-0.717618548861505,-0.464659936486066
NZ_CP053893.1.region005,66020.0,4.940139351711602,2.374786363988809,0.0,3.0,5.0,6.0,29.0,65359,65902,65241,sample_2,0_3GB,NZ_CP053893_1,region005,Genome3,0.187829421,5984367,1124040.1886615069,105962466.2999721,17.706545454176208,0.03,9.47902316805105,-12.706545454176208,-8.227522286125158,-0.717618548861505,-0.464659936486066
NZ_CP053893.1.region004,19578.0,5.148585146593114,2.537764679557176,0.0,3.0,5.0,7.0,21.0,19445,19578,19445,sample_2,0_3GB,NZ_CP053893_1,region004,Genome3,0.187829421,5984367,1124040.1886615069,105962466.2999721,17.706545454176208,0.03,9.47902316805105,-12.706545454176208,-8.227522286125158,-0.717618548861505,-0.464659936486066
NZ_CP053893.1.region006,20740.0,5.537897782063645,3.0975992155075542,0.0,3.0,5.0,7.0,20.0,20409,20740,20409,sample_2,0_3GB,NZ_CP053893_1,region006,Genome3,0.187829421,5984367,1124040.1886615069,105962466.2999721,17.706545454176208,0.03,9.47902316805105,-12.706545454176208,-8.227522286125158,-0.717618548861505,-0.464659936486066
NZ_CP053893.1.region003,20374.0,4.98944733483852,5.095103634600118,0.0,3.0,5.0,6.0,184.0,20209,20341,20176,sample_2,0_3GB,NZ_CP053893_1,region003,Genome3,0.187829421,5984367,1124040.1886615069,105962466.2999721,17.706545454176208,0.03,9.47902316805105,-12.706545454176208,-8.227522286125158,-0.717618548861505,-0.464659936486066
NZ_CP053893.1.region001,21541.0,4.824567104591244,2.2128186427693124,0.0,3.0,5.0,6.0,25.0,21387,21538,21384,sample_2,0_3GB,NZ_CP053893_1,region001,Genome3,0.187829421,5984367,1124040.1886615069,105962466.2999721,17.706545454176208,0.03,9.47902316805105,-12.706545454176208,-8.227522286125158,-0.717618548861505,-0.464659936486066
NZ_CP020566.1.region001,21701.0,18.08008847518548,5.968985920056258,3.0,14.0,17.0,21.0,72.0,21701,21701,21701,sample_2,0_3GB,NZ_CP020566_1,region001,Genome2,0.2220722844,2071952,460123.1138071488,43375477.52512836,20.934595746005872,0.03,32.228678771373566,-3.934595746005872,11.294083025367694,-0.18794706111086748,0.539493724282806
NZ_LT906470.1.region002,32244.0,23.5390150105446,6.670805110695923,8.0,20.0,23.0,26.0,103.0,32244,32242,32242,sample_2,0_3GB,NZ_LT906470_1,region002,Genome5,0.3046749703,2041290,621929.9701236871,58628894.380234055,28.721491988024265,0.03,43.60350657303483,-5.721491988024265,14.882014585010563,-0.1992059462095459,0.5181490777434465
NZ_LT906470.1.region003,21755.0,23.57701677775224,5.921996511033682,8.0,20.0,23.0,27.0,89.0,21755,21739,21739,sample_2,0_3GB,NZ_LT906470_1,region003,Genome5,0.3046749703,2041290,621929.9701236871,58628894.380234055,28.721491988024265,0.03,43.60350657303483,-5.721491988024265,14.882014585010563,-0.1992059462095459,0.5181490777434465
NZ_LT906470.1.region001,26313.0,23.391821533082503,5.828762517362124,5.0,20.0,23.0,26.0,66.0,26313,26313,26313,sample_2,0_3GB,NZ_LT906470_1,region001,Genome5,0.3046749703,2041290,621929.9701236871,58628894.380234055,28.721491988024265,0.03,43.60350657303483,-5.721491988024265,14.882014585010563,-0.1992059462095459,0.5181490777434465
NZ_LT906445.1.region001,21700.0,11.958709677419357,6.9343434662766805,1.0,8.0,10.0,13.0,72.0,21700,21700,21700,sample_2,0_3GB,NZ_LT906445_1,region001,Genome4,0.138214488,2132142,294692.914873296,27780490.74765393,13.029381132989236,0.03,18.9580463361021,-3.0293811329892364,5.928665203112864,-0.23250383898273666,0.45502277833457566
NC_014328.1.region003,20732.0,6.361277252556435,3.1391754531415645,0.0,4.0,6.0,8.0,31.0,20705,20725,20698,sample_4,0_3GB,NC_014328_1,region003,Genome1,0.1776739718822325,4630065,822642.0386229088,78052891.05952156,16.85783915766227,0.03,11.37482780166126,-10.85783915766227,-5.483011356001009,-0.6440824981253387,-0.32524995076304647
NC_014328.1.region005,21571.0,6.684715590375967,11.729426697827543,0.0,4.0,6.0,7.0,255.0,21500,21570,21499,sample_4,0_3GB,NC_014328_1,region005,Genome1,0.1776739718822325,4630065,822642.0386229088,78052891.05952156,16.85783915766227,0.03,11.37482780166126,-10.85783915766227,-5.483011356001009,-0.6440824981253387,-0.32524995076304647
NC_014328.1.region004,22089.0,6.587170084657521,11.677116626049976,0.0,4.0,5.0,7.0,255.0,22012,22066,21989,sample_4,0_3GB,NC_014328_1,region004,Genome1,0.1776739718822325,4630065,822642.0386229088,78052891.05952156,16.85783915766227,0.03,9.47902316805105,-11.85783915766227,-7.378815989611219,-0.7034020817711155,-0.43770829230253866
NC_014328.1.region002,19021.0,5.96230482098733,3.027684846337156,0.0,4.0,6.0,7.0,31.0,19010,19019,19008,sample_4,0_3GB,NC_014328_1,region002,Genome1,0.1776739718822325,4630065,822642.0386229088,78052891.05952156,16.85783915766227,0.03,11.37482780166126,-10.85783915766227,-5.483011356001009,-0.6440824981253387,-0.32524995076304647
NC_014328.1.region001,18132.0,6.143061989852195,4.207636223838022,0.0,4.0,6.0,8.0,210.0,18042,18086,17996,sample_4,0_3GB,NC_014328_1,region001,Genome1,0.1776739718822325,4630065,822642.0386229088,78052891.05952156,16.85783915766227,0.03,11.37482780166126,-10.85783915766227,-5.483011356001009,-0.6440824981253387,-0.32524995076304647
NZ_CP053893.1.region002,19846.0,22.84687090597601,47.80111102476631,0.0,3.0,5.0,8.0,354.0,19653,19844,19651,sample_4,0_3GB,NZ_CP053893_1,region002,Genome3,0.1620064994837993,5984367,969506.3492963656,91987486.54982288,15.371297674394446,0.03,9.47902316805105,-10.371297674394446,-5.892274506343396,-0.6747184196211999,-0.3833296726898188
NZ_CP053893.1.region005,66020.0,4.15524083611027,2.1919088534697777,0.0,3.0,4.0,5.0,22.0,64479,65902,64361,sample_4,0_3GB,NZ_CP053893_1,region005,Genome3,0.1620064994837993,5984367,969506.3492963656,91987486.54982288,15.371297674394446,0.03,7.58321853444084,-11.371297674394446,-7.788079139953607,-0.73977473569696,-0.5066637381518551
NZ_CP053893.1.region004,19578.0,4.056389825314128,2.32444876129169,0.0,2.0,4.0,5.0,23.0,19144,19578,19144,sample_4,0_3GB,NZ_CP053893_1,region004,Genome3,0.1620064994837993,5984367,969506.3492963656,91987486.54982288,15.371297674394446,0.03,7.58321853444084,-11.371297674394446,-7.788079139953607,-0.73977473569696,-0.5066637381518551
NZ_CP053893.1.region006,20740.0,5.469913211186114,2.801002639912109,0.0,3.0,5.0,7.0,22.0,20570,20740,20570,sample_4,0_3GB,NZ_CP053893_1,region006,Genome3,0.1620064994837993,5984367,969506.3492963656,91987486.54982288,15.371297674394446,0.03,9.47902316805105,-10.371297674394446,-5.892274506343396,-0.6747184196211999,-0.3833296726898188
NZ_CP053893.1.region003,20374.0,4.70477078629626,4.381274080905165,0.0,3.0,4.0,6.0,124.0,20066,20341,20033,sample_4,0_3GB,NZ_CP053893_1,region003,Genome3,0.1620064994837993,5984367,969506.3492963656,91987486.54982288,15.371297674394446,0.03,7.58321853444084,-11.371297674394446,-7.788079139953607,-0.73977473569696,-0.5066637381518551
NZ_CP053893.1.region001,21541.0,4.04725871593705,2.1030981548626397,0.0,3.0,4.0,5.0,21.0,21133,21538,21130,sample_4,0_3GB,NZ_CP053893_1,region001,Genome3,0.1620064994837993,5984367,969506.3492963656,91987486.54982288,15.371297674394446,0.03,7.58321853444084,-11.371297674394446,-7.788079139953607,-0.73977473569696,-0.5066637381518551
NZ_CP020566.1.region001,21701.0,20.50864015483157,6.470563013598599,6.0,16.0,20.0,24.0,64.0,21701,21701,21701,sample_4,0_3GB,NZ_CP020566_1,region001,Genome2,0.2547685698745231,2071952,527868.247888658,50084533.626806766,24.172632197467298,0.03,37.9160926722042,-4.172632197467298,13.743460474736903,-0.17261803197024145,0.5685545687563509
NZ_LT906470.1.region002,32244.0,19.882210643840715,7.246581073753763,6.0,16.0,19.0,22.0,113.0,32244,32242,32242,sample_4,0_3GB,NZ_LT906470_1,region002,Genome5,0.2514535408748546,2041290,513289.598452432,48701300.47943985,23.85809976996892,0.03,36.02028803859399,-4.85809976996892,12.16218826862507,-0.20362475707658795,0.5097718756266612
NZ_LT906470.1.region003,21755.0,19.0810388416456,5.775679069981021,4.0,16.0,18.0,22.0,78.0,21755,21739,21739,sample_4,0_3GB,NZ_LT906470_1,region003,Genome5,0.2514535408748546,2041290,513289.598452432,48701300.47943985,23.85809976996892,0.03,34.12448340498378,-5.85809976996892,10.266383635014858,-0.2455392435462412,0.43031019796209996
NZ_LT906470.1.region001,26313.0,19.39881427431308,6.026036933478321,3.0,16.0,19.0,22.0,63.0,26313,26313,26313,sample_4,0_3GB,NZ_LT906470_1,region001,Genome5,0.2514535408748546,2041290,513289.598452432,48701300.47943985,23.85809976996892,0.03,36.02028803859399,-4.85809976996892,12.16218826862507,-0.20362475707658795,0.5097718756266612
NZ_LT906445.1.region001,21700.0,13.486267281105992,7.703181001466626,1.0,9.0,11.0,15.0,64.0,21700,21700,21700,sample_4,0_3GB,NZ_LT906445_1,region001,Genome4,0.1540974178845902,2132142,328557.5767632859,31173788.28440897,14.62087810493343,0.03,20.85385096971231,-3.62087810493343,6.232972864778878,-0.24765120664754467,0.42630632852863504
NC_014328.1.region003,20732.0,5.696652517846807,3.0320689432046035,0.0,4.0,5.0,7.0,30.0,20560,20725,20553,sample_1,0_3GB,NC_014328_1,region003,Genome1,0.1581769533158177,4630065,732369.5753542014,64613720.63081785,13.955251304423989,0.03,9.47902316805105,-8.955251304423989,-4.476228136372939,-0.6417119340290964,-0.3207558243651204
NC_014328.1.region005,21571.0,6.092346205553753,10.163102074716516,0.0,4.0,5.0,7.0,229.0,21476,21570,21475,sample_1,0_3GB,NC_014328_1,region005,Genome1,0.1581769533158177,4630065,732369.5753542014,64613720.63081785,13.955251304423989,0.03,9.47902316805105,-8.955251304423989,-4.476228136372939,-0.6417119340290964,-0.3207558243651204
NC_014328.1.region004,22089.0,6.073656571144008,10.59836294095486,0.0,4.0,5.0,7.0,229.0,22011,22066,21988,sample_1,0_3GB,NC_014328_1,region004,Genome1,0.1581769533158177,4630065,732369.5753542014,64613720.63081785,13.955251304423989,0.03,9.47902316805105,-8.955251304423989,-4.476228136372939,-0.6417119340290964,-0.3207558243651204
